레시피_아이디,재료_아이디,재료_이름,레시피_재료_순번,내용
6854836,424,밥,1,1공기
6854836,219,계란,3,1개
6854836,228,마요네즈,4,3T
6854836,383,간장,5,3T
6854836,1005,물,6,3T
6854836,293,맛술,7,2T
6854836,226,설탕,8,1T
6854836,94,김가루,9,조금
6854840,2,양파,2,1/2개
6854840,21,피망,3,1개
6854840,296,청양고추,4,1개
6854840,508,식용유,5,2큰술
6854840,233,다진마늘,6,1/2큰술
6854840,224,고춧가루,7,1큰술
6854840,732,토마토케찹,8,3큰술
6854840,477,고추장,9,1/2큰술
6854840,345,물엿,11,1큰술
6854840,291,깨,12,1/2큰술
6854844,199,땅콩버터,1,2숟가락
6854844,383,간장,2,1숟가락
6854844,293,맛술(미림),3,1숟가락
6854844,226,설탕,4,1/2숟가락
6854844,291,깨,5,1숟가락
6854844,231,식초,6,1숟가락
6854844,501,소금,7,1/4숟가락
6854844,1026,샤브샤브육수,8,100ml
6854853,53,양송이버섯,1,1팩
6854853,2,양파,2,1/4개
6854853,20,양배추,3,조금(두줌정도)
6854853,331,들기름,4,
6854853,481,굴 소스,5,1수저
6854853,501,소금,6,약간
6854853,547,통깨,7,
6854855,2,양파,2,1개
6854855,4,감자,3,2개
6854855,8,당근,4,1/2개
6854855,28,마늘,5,10톨
6854855,253,로즈마리,6,2줄기
6854855,614,월계수잎,7,2장
6854855,501,소금,8,약간
6854855,225,후추,9,약간
6854855,383,간장,10,1컵(200ml)
6854855,226,설탕,11,3T
6854855,233,다진마늘,12,3T
6854855,766,쪽파,13,1/2C(30g)
6854855,530,갈색설탕,14,2T
6854855,227,꿀,15,2T
6854855,383,간장,16,2T
6854872,477,고추장,1,1큰술
6854872,383,간장,2,1큰술
6854872,224,고춧가루,3,1큰술
6854872,226,설탕,4,1큰술
6854872,28,마늘,5,1큰술
6854872,225,후추,6,1큰술
6854893,982,황태채,1,2줌
6854893,387,전분,2,3큰술
6854893,508,튀김기름,3,
6854893,477,고추장,4,1큰술
6854893,732,케첩,5,1큰술
6854893,518,핫소스,6,1큰술
6854893,855,청주,7,2큰술
6854893,947,매실청,8,1큰술
6854893,345,물엿,9,1큰술
6854893,233,다진마늘,10,1/2큰술
6854897,18,무,1,2/3개
6854897,885,쌀뜨물,2,
6854897,862,맛간장,3,10수저
6854897,947,매실청,4,2
6854897,233,다진 마늘,5,1
6854897,224,고춧가루,6,1
6854897,666,참기름,7,1
6854897,225,후추,8,
6854897,341,들깨가루,9,
6854913,32,아욱,1,1줌
6854913,89,조각다시마,2,3개
6854913,885,쌀뜨물,3,
6854913,857,된장,4,2T
6854913,383,간장,5,2T
6854913,224,고추가루,6,1T
6854913,28,마늘,7,0.5T
6854913,501,소금,8,
6854924,981,떡볶이떡,1,3줌
6854924,499,채 썬 쇠고기,2,100g
6854924,52,표고버섯,3,3개
6854924,21,청피망,4,1/2개
6854924,21,홍피망,5,1/2개
6854924,2,양파,6,1/2개
6854924,237,고추기름,7,3큰술
6854924,226,설탕,8,1+1/2큰술
6854924,383,간장,9,3큰술
6854924,481,굴소스,10,1/2큰술
6854924,855,청주,11,1큰술
6854924,1005,물,12,3큰술
6854924,233,다진마늘,13,1큰술
6854924,666,참기름,14,1큰술
6854924,291,부순 참깨,15,1큰술
6854924,225,후춧가루,16,약간
6854931,71,삼치 반마리 뼈를 바른 삼치 / 길게,1,1/2면
6854931,4,감자,2,2개
6854931,2,양파,3,1개
6854931,26,대파,4,1줄
6854931,477,고추장,5,1+1/2스푼
6854931,224,고추가루,6,1+1/2스푼
6854931,383,간장,7,4스푼
6854931,233,다진마늘,8,1스푼
6854931,852,매실액,9,2스푼
6854931,225,후추,10,약간
6854931,1005,물,11,약간
6854933,1035,상추와쌈채소,1,
6854933,766,쪽파,2,
